measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,18,Thailand,1,Male,1,<5 years,934,Drug-susceptible tuberculosis,1,Number,2012,426.77102197892555,616.3961212917175,288.01428773098115
5,Prevalence,18,Thailand,2,Female,1,<5 years,934,Drug-susceptible tuberculosis,1,Number,2012,601.3733583876385,881.0913832463699,413.1489005386023
5,Prevalence,18,Thailand,1,Male,2,0-6 days,934,Drug-susceptible tuberculosis,1,Number,2012,0.001010139230641245,0.001427795264005997,0.0007010389306761174
5,Prevalence,18,Thailand,2,Female,2,0-6 days,934,Drug-susceptible tuberculosis,1,Number,2012,0.0012203263310017083,0.0016968468842132704,0.000845471314080578
5,Prevalence,18,Thailand,1,Male,3,7-27 days,934,Drug-susceptible tuberculosis,1,Number,2012,0.0222104025468917,0.06738855005919936,0.010394291622966572
5,Prevalence,18,Thailand,2,Female,3,7-27 days,934,Drug-susceptible tuberculosis,1,Number,2012,0.040944845808911425,0.11037481237732247,0.01268466983863644
5,Prevalence,18,Thailand,1,Male,4,28-364 days,934,Drug-susceptible tuberculosis,1,Number,2012,22.878450957855783,32.516193286637865,15.5447223621821
5,Prevalence,18,Thailand,2,Female,4,28-364 days,934,Drug-susceptible tuberculosis,1,Number,2012,29.343752154488357,40.793566281766964,20.40445889023134
5,Prevalence,18,Thailand,1,Male,5,1-4 years,934,Drug-susceptible tuberculosis,1,Number,2012,403.8693504792922,592.019852504073,270.2533461787579
5,Prevalence,18,Thailand,2,Female,5,1-4 years,934,Drug-susceptible tuberculosis,1,Number,2012,571.9874410610104,846.307736427643,391.21581387154885
5,Prevalence,18,Thailand,1,Male,6,5-9 years,934,Drug-susceptible tuberculosis,1,Number,2012,1060.7774927772205,1674.83828305741,645.116965989336
5,Prevalence,18,Thailand,2,Female,6,5-9 years,934,Drug-susceptible tuberculosis,1,Number,2012,729.33341949977,1135.7628837595717,445.34996702084874
5,Prevalence,18,Thailand,1,Male,7,10-14 years,934,Drug-susceptible tuberculosis,1,Number,2012,586.4293069750229,948.618679922255,336.4639486442064
5,Prevalence,18,Thailand,2,Female,7,10-14 years,934,Drug-susceptible tuberculosis,1,Number,2012,364.65591839980937,581.8529466377037,206.97097713578293
5,Prevalence,18,Thailand,1,Male,8,15-19 years,934,Drug-susceptible tuberculosis,1,Number,2012,242.80598767032487,455.183086321871,91.85947276929608
5,Prevalence,18,Thailand,2,Female,8,15-19 years,934,Drug-susceptible tuberculosis,1,Number,2012,1329.1353453603642,2114.529645736111,760.1618105930993
5,Prevalence,18,Thailand,1,Male,9,20-24 years,934,Drug-susceptible tuberculosis,1,Number,2012,2428.9736255618286,3848.985944847081,1359.8819951401208
5,Prevalence,18,Thailand,2,Female,9,20-24 years,934,Drug-susceptible tuberculosis,1,Number,2012,3040.604424171785,4711.573197011566,1781.3068183663095
5,Prevalence,18,Thailand,1,Male,10,25-29 years,934,Drug-susceptible tuberculosis,1,Number,2012,3186.486545356032,5312.1409811099575,1667.8127350931288
5,Prevalence,18,Thailand,2,Female,10,25-29 years,934,Drug-susceptible tuberculosis,1,Number,2012,3303.2470000816093,5473.504854605237,1814.1193385584363
5,Prevalence,18,Thailand,1,Male,11,30-34 years,934,Drug-susceptible tuberculosis,1,Number,2012,2980.2578136041016,4982.187000676982,1363.3044840784526
5,Prevalence,18,Thailand,2,Female,11,30-34 years,934,Drug-susceptible tuberculosis,1,Number,2012,2796.304663175896,4641.093020079305,1382.9805153564143
5,Prevalence,18,Thailand,1,Male,12,35-39 years,934,Drug-susceptible tuberculosis,1,Number,2012,3049.5764545050006,5007.531580081226,1426.8838382061656
5,Prevalence,18,Thailand,2,Female,12,35-39 years,934,Drug-susceptible tuberculosis,1,Number,2012,2864.72412354492,4614.228952610932,1437.927300849876
5,Prevalence,18,Thailand,1,Male,13,40-44 years,934,Drug-susceptible tuberculosis,1,Number,2012,3545.4998233371243,5733.974239291918,1698.8070469891927
5,Prevalence,18,Thailand,2,Female,13,40-44 years,934,Drug-susceptible tuberculosis,1,Number,2012,2921.6115945132747,4566.246456484604,1465.927641980147
5,Prevalence,18,Thailand,1,Male,14,45-49 years,934,Drug-susceptible tuberculosis,1,Number,2012,3627.2534549260477,6138.538401910634,1867.0731665216322
5,Prevalence,18,Thailand,2,Female,14,45-49 years,934,Drug-susceptible tuberculosis,1,Number,2012,2956.679462065368,4809.294287372949,1593.9989389219104
5,Prevalence,18,Thailand,1,Male,15,50-54 years,934,Drug-susceptible tuberculosis,1,Number,2012,2135.514439628391,3396.980722692819,1014.0831109746402
5,Prevalence,18,Thailand,2,Female,15,50-54 years,934,Drug-susceptible tuberculosis,1,Number,2012,1532.4951869502343,2483.6543656364524,750.4829312021321
5,Prevalence,18,Thailand,1,Male,16,55-59 years,934,Drug-susceptible tuberculosis,1,Number,2012,1013.6548890768667,1832.81070832659,409.92157095283414
5,Prevalence,18,Thailand,2,Female,16,55-59 years,934,Drug-susceptible tuberculosis,1,Number,2012,578.367901670694,1093.6796444315826,177.83246501939283
5,Prevalence,18,Thailand,1,Male,17,60-64 years,934,Drug-susceptible tuberculosis,1,Number,2012,3815.4287362658833,5989.861721978246,2350.166510073214
5,Prevalence,18,Thailand,2,Female,17,60-64 years,934,Drug-susceptible tuberculosis,1,Number,2012,2381.3088398490363,3920.3422831622006,1329.302267182247
5,Prevalence,18,Thailand,1,Male,18,65-69 years,934,Drug-susceptible tuberculosis,1,Number,2012,3612.3092404144895,5675.389822358619,2115.772586966428
5,Prevalence,18,Thailand,2,Female,18,65-69 years,934,Drug-susceptible tuberculosis,1,Number,2012,2393.467745913611,3834.9833724762093,1302.5760365438846
