measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,15,Myanmar,1,Male,1,<5 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,95.59031924883998,199.21129894598096,39.55562818202844
5,Prevalence,15,Myanmar,2,Female,1,<5 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,116.23867149868951,239.74457530986552,44.31278680620992
5,Prevalence,15,Myanmar,1,Male,2,0-6 days,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,0.0002148735042234374,0.00044461170207161897,8.092796052433819e-05
5,Prevalence,15,Myanmar,2,Female,2,0-6 days,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,0.0002546446936650917,0.0005243520278237569,9.533987760859733e-05
5,Prevalence,15,Myanmar,1,Male,3,7-27 days,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,0.0031724294618972735,0.0066505499017011,0.0011921738274486501
5,Prevalence,15,Myanmar,2,Female,3,7-27 days,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,0.00411091299750551,0.009392415429144589,0.0014145009181048178
5,Prevalence,15,Myanmar,1,Male,4,28-364 days,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,4.19287822033103,8.987096830839908,1.5806293258982584
5,Prevalence,15,Myanmar,2,Female,4,28-364 days,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,5.311849656428831,11.164115686819581,2.030564505153121
5,Prevalence,15,Myanmar,1,Male,5,1-4 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,91.39405372554282,190.14297291882724,37.999492585111376
5,Prevalence,15,Myanmar,2,Female,5,1-4 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,110.9224562845695,230.94024065383306,42.40268688348986
5,Prevalence,15,Myanmar,1,Male,6,5-9 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,108.86939145663982,245.00430583352312,35.85672124999415
5,Prevalence,15,Myanmar,2,Female,6,5-9 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,144.8540572562117,328.96096932823485,50.40736477232486
5,Prevalence,15,Myanmar,1,Male,7,10-14 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,37.19361388515825,91.11309426063671,10.266715550515926
5,Prevalence,15,Myanmar,2,Female,7,10-14 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,62.71271865980701,153.34465773595176,20.101228124619443
5,Prevalence,15,Myanmar,1,Male,8,15-19 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,202.49467857596906,408.0139740420819,87.37328579342724
5,Prevalence,15,Myanmar,2,Female,8,15-19 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,295.13572427875204,588.5082293238576,123.4491677654111
5,Prevalence,15,Myanmar,1,Male,9,20-24 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,381.906497995149,787.0008578871125,140.59489532768086
5,Prevalence,15,Myanmar,2,Female,9,20-24 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,544.2227137054182,1129.9608865814018,207.33712128094845
5,Prevalence,15,Myanmar,1,Male,10,25-29 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,436.9787162938586,896.0662770110166,165.31359803074844
5,Prevalence,15,Myanmar,2,Female,10,25-29 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,529.0584354801002,1098.9505915804314,200.64237963953283
5,Prevalence,15,Myanmar,1,Male,11,30-34 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,326.68709359587865,664.7999137801816,114.87406113900656
5,Prevalence,15,Myanmar,2,Female,11,30-34 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,355.86789350079187,712.9192826314725,132.37008687540586
5,Prevalence,15,Myanmar,1,Male,12,35-39 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,243.77780133822986,474.7804124788738,85.9726638164249
5,Prevalence,15,Myanmar,2,Female,12,35-39 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,279.7850952116824,554.6536015091493,102.22257488310939
5,Prevalence,15,Myanmar,1,Male,13,40-44 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,244.16652599183016,504.1595335221321,86.17114155006712
5,Prevalence,15,Myanmar,2,Female,13,40-44 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,248.10494083587923,519.8156167418648,87.08491986484779
5,Prevalence,15,Myanmar,1,Male,14,45-49 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,228.4507905655906,467.51600500056645,84.42248302129413
5,Prevalence,15,Myanmar,2,Female,14,45-49 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,241.3619445757428,498.02971939588593,91.38392371340879
5,Prevalence,15,Myanmar,1,Male,15,50-54 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,187.15628998578072,391.77514040057343,73.28907452025966
5,Prevalence,15,Myanmar,2,Female,15,50-54 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,123.21285293089788,262.8477243151449,44.10569144455349
5,Prevalence,15,Myanmar,1,Male,16,55-59 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,107.36940131498085,219.35183720970278,39.706975421398894
5,Prevalence,15,Myanmar,2,Female,16,55-59 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,51.17695245561645,107.44196302410506,16.749227208120114
5,Prevalence,15,Myanmar,1,Male,17,60-64 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,294.44551197078545,587.703353070613,115.02361283404394
5,Prevalence,15,Myanmar,2,Female,17,60-64 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,199.88800949911774,392.8181241238366,78.92926455791641
5,Prevalence,15,Myanmar,1,Male,18,65-69 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,261.61604591323027,545.6527714715132,99.64235695863967
5,Prevalence,15,Myanmar,2,Female,18,65-69 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,196.36955761851613,400.50893156019254,70.63412200887126
5,Prevalence,15,Myanmar,1,Male,19,70-74 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,243.28532011459296,496.0120285051029,98.3468227865183
5,Prevalence,15,Myanmar,2,Female,19,70-74 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,219.28690913073544,443.09516255058423,87.32935039288206
5,Prevalence,15,Myanmar,1,Male,20,75-79 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,162.92962639721102,313.5839434313389,66.23074053352512
5,Prevalence,15,Myanmar,2,Female,20,75-79 years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,180.4355490091554,350.81445904236483,74.01970489471337
5,Prevalence,15,Myanmar,1,Male,21,80+ years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,172.68844422642852,331.5885218763909,72.91309442126195
5,Prevalence,15,Myanmar,2,Female,21,80+ years,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,197.70385040779044,379.7023920198291,82.43720831134384
5,Prevalence,15,Myanmar,1,Male,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2018,3735.6060688701536,7228.098783844388,1633.267858390446
